"brokered_by","status","price","bed","bath","acre_lot","street","city","state","zip_code","house_size","prev_sold_date"
11158,"for_sale                      ",145000,5,1,"0.12",781833,"Omaha","Nebraska                      ","68112",1848,"2021-12-07"
8035,"for_sale                      ",130000,3,1,"0.19",1036830,"Omaha","Nebraska                      ","68112",1079,"1995-02-17"
83670,"for_sale                      ",170000,4,1,"0.14",1198084,"Omaha","Nebraska                      ","68111",1354,"2020-06-15"
67256,"for_sale                      ",425000,4,3,"0.46",565133,"Omaha","Nebraska                      ","68104",2990,"2019-11-25"
8035,"for_sale                      ",175000,3,1,"0.14",1130762,"Omaha","Nebraska                      ","68104",1020,"2021-04-22"
67256,"for_sale                      ",189000,3,2,"0.16",1264690,"Omaha","Nebraska                      ","68104",1396,"1999-11-12"
8035,"for_sale                      ",199950,3,2,"0.36",1019430,"Omaha","Nebraska                      ","68112",1564,"2018-02-12"
8035,"for_sale                      ",108850,2,1,"0.12",858053,"Omaha","Nebraska                      ","68108",1100,NULL
69153,"for_sale                      ",139950,2,2,"0.15",1693693,"Omaha","Nebraska                      ","68154",1256,NULL
67749,"for_sale                      ",140000,3,2,"0.12",715200,"Omaha","Nebraska                      ","68108",973,"2021-11-03"
67256,"for_sale                      ",175000,3,2,"0.14",1673998,"Omaha","Nebraska                      ","68124",1454,"2022-01-11"
71735,"for_sale                      ",79000,4,1,"0.15",1275163,"Omaha","Nebraska                      ","68111",2089,NULL
8035,"for_sale                      ",185000,3,2,"0.15",1560155,"Omaha","Nebraska                      ","68104",1368,"2006-04-12"
8035,"for_sale                      ",652756,4,3,"0.39",250818,"Omaha","Nebraska                      ","68007",3324,"2021-10-01"
41090,"for_sale                      ",269900,3,2,"0.15",1649904,"Omaha","Nebraska                      ","68122",1655,"2020-10-02"
110098,"for_sale                      ",300000,3,3,"0.12",1294038,"Omaha","Nebraska                      ","68132",2988,"2020-03-02"
71735,"for_sale                      ",425000,2,3,"0.11",164604,"Omaha","Nebraska                      ","68132",2385,"2014-09-11"
62698,"for_sale                      ",189000,4,1,"0.09",1218392,"Omaha","Nebraska                      ","68111",1950,"2021-11-02"
67256,"for_sale                      ",150000,3,2,"0.18",1631728,"Omaha","Nebraska                      ","68122",1492,NULL
NULL,"for_sale                      ",200000,4,3,"0.01",1346808,"Omaha","Nebraska                      ","68137",2258,"2019-06-13"
11472,"for_sale                      ",395000,4,3,"0.27",1399542,"Omaha","Nebraska                      ","68116",2449,"2019-02-13"
58476,"for_sale                      ",279900,3,2,"0.16",327600,"Omaha","Nebraska                      ","68142",1607,"2021-06-29"
67258,"for_sale                      ",160000,3,1,"0.15",1196156,"Omaha","Nebraska                      ","68107",1160,"2008-03-03"
11472,"for_sale                      ",239500,4,2,"0.21",1795927,"Omaha","Nebraska                      ","68127",1726,NULL
67256,"for_sale                      ",695000,3,3,"0.16",1828140,"Omaha","Nebraska                      ","68114",4968,"2017-02-22"
11472,"for_sale                      ",1200000,4,6,"0.93",969179,"Omaha","Nebraska                      ","68124",6220,NULL
67749,"for_sale                      ",220000,3,2,"0.36",1502811,"Omaha","Nebraska                      ","68104",2021,"2017-09-20"
8035,"for_sale                      ",990000,5,5,"0.55",414142,"Omaha","Nebraska                      ","68144",5202,"2012-07-23"
11472,"for_sale                      ",245900,3,3,"0.18",108842,"Omaha","Nebraska                      ","68164",2323,"2018-06-27"
52721,"for_sale                      ",230000,3,2,"0.17",1091281,"Omaha","Nebraska                      ","68104",1817,"2022-02-24"
69077,"for_sale                      ",395000,5,3,"0.33",992291,"Omaha","Nebraska                      ","68144",2187,"2021-08-16"
33718,"for_sale                      ",215000,4,2,"0.71",1457159,"Omaha","Nebraska                      ","68104",976,"2015-09-01"
11472,"for_sale                      ",225000,3,3,"0.12",880274,"Omaha","Nebraska                      ","68164",1566,"2018-07-02"
8035,"for_sale                      ",235000,3,2,"0.19",989722,"Omaha","Nebraska                      ","68144",1680,NULL
8035,"for_sale                      ",335000,3,2,"0.17",1647342,"Omaha","Nebraska                      ","68122",1480,"2019-04-05"
75009,"for_sale                      ",440000,5,3,"0.26",1024150,"Omaha","Nebraska                      ","68124",2198,"2021-09-09"
67749,"for_sale                      ",415000,4,2,"0.06",1454530,"Omaha","Nebraska                      ","68132",3019,NULL
71735,"for_sale                      ",280000,4,2,"0.17",493148,"Omaha","Nebraska                      ","68144",1947,NULL
96018,"for_sale                      ",225000,3,2,"0.13",156355,"Omaha","Nebraska                      ","68164",1472,"2013-07-03"
11296,"for_sale                      ",740000,3,3,"2.41",161164,"Omaha","Nebraska                      ","68152",3908,"2019-08-28"
8035,"for_sale                      ",105000,4,1,"0.16",1322836,"Omaha","Nebraska                      ","68110",1463,NULL
8035,"for_sale                      ",695000,4,4,"0.21",155964,"Omaha","Nebraska                      ","68144",3350,"2016-08-02"
96018,"for_sale                      ",646256,3,3,"0.34",276552,"Omaha","Nebraska                      ","68142",3046,"2021-11-24"
67749,"for_sale                      ",249900,3,2,"0.16",931996,"Omaha","Nebraska                      ","68111",1400,"2021-09-14"
67749,"for_sale                      ",249900,3,2,"0.15",933880,"Omaha","Nebraska                      ","68111",1400,NULL
11296,"for_sale                      ",829900,3,4,"0.06",1100270,"Omaha","Nebraska                      ","68105",2667,NULL
8035,"for_sale                      ",529896,4,3,"0.18",95717,"Omaha","Nebraska                      ","68138",2960,NULL
84776,"for_sale                      ",639430,3,3,"0.32",250778,"Omaha","Nebraska                      ","68138",2994,"2020-12-16"
11472,"for_sale                      ",70000,2,1,"0.1",1216030,"Omaha","Nebraska                      ","68111",1009,"2013-05-13"
11296,"for_sale                      ",180000,3,3,"0.24",1124498,"Omaha","Nebraska                      ","68107",1971,NULL
8035,"for_sale                      ",125000,2,1,"0.1",857752,"Omaha","Nebraska                      ","68104",1150,"2019-12-23"
11472,"for_sale                      ",179900,2,2,"0.16",797420,"Omaha","Nebraska                      ","68105",1732,"2003-07-28"
11472,"for_sale                      ",315000,4,4,"0.18",401593,"Omaha","Nebraska                      ","68138",2942,"2002-11-15"
8035,"for_sale                      ",125000,3,1,"0.06",28387,"Omaha","Nebraska                      ","68108",1219,"2001-07-27"
67258,"for_sale                      ",425000,4,3,"0.48",156229,"Omaha","Nebraska                      ","68124",2688,"2019-10-01"
84534,"for_sale                      ",240000,3,2,"0.38",135336,"Omaha","Nebraska                      ","68154",1504,"2016-06-29"
78005,"for_sale                      ",199000,4,2,"0.13",1534477,"Omaha","Nebraska                      ","68107",1402,"2015-04-08"
15501,"for_sale                      ",325000,4,3,"0.22",155200,"Omaha","Nebraska                      ","68164",2353,NULL
8035,"for_sale                      ",197000,3,1,"0.29",859821,"Omaha","Nebraska                      ","68107",1008,"1999-10-06"
8035,"for_sale                      ",399000,5,3,"0.27",1696589,"Omaha","Nebraska                      ","68154",2399,"2021-10-20"
8035,"for_sale                      ",249000,3,2,"0.14",803337,"Omaha","Nebraska                      ","68104",1469,"2019-10-17"
8035,"for_sale                      ",289000,3,2,"0.31",80410,"Omaha","Nebraska                      ","68134",2368,"2018-03-20"
8035,"for_sale                      ",314900,2,2,"0.16",628375,"Omaha","Nebraska                      ","68104",1838,"2017-09-26"
8035,"for_sale                      ",239000,4,2,"0.21",807340,"Omaha","Nebraska                      ","68134",2004,"2021-10-15"
67749,"for_sale                      ",230000,4,3,"0.26",1648114,"Omaha","Nebraska                      ","68134",1759,"2013-05-16"
67749,"for_sale                      ",245000,4,3,"0.21",1515919,"Omaha","Nebraska                      ","68134",1721,NULL
67257,"for_sale                      ",185000,2,1,"0.15",40153,"Omaha","Nebraska                      ","68105",1020,"2000-08-30"
8035,"for_sale                      ",200000,3,1,"0.15",1587854,"Omaha","Nebraska                      ","68106",1080,NULL
67749,"for_sale                      ",300000,3,3,"0.26",1022838,"Omaha","Nebraska                      ","68124",2074,"2000-05-24"
52721,"for_sale                      ",230000,3,2,"0.15",1416180,"Omaha","Nebraska                      ","68137",1556,"2018-04-19"
67749,"for_sale                      ",595000,4,3,"0.51",702174,"Omaha","Nebraska                      ","68124",3366,"2018-02-01"
110098,"for_sale                      ",285000,4,3,"0.18",318422,"Omaha","Nebraska                      ","68138",1705,"2008-07-14"
67749,"for_sale                      ",100000,2,2,"0.04",610923,"Omaha","Nebraska                      ","68110",1554,"1994-04-07"
67749,"for_sale                      ",80000,3,1,"0.01",1254170,"Omaha","Nebraska                      ","68111",734,NULL
22473,"for_sale                      ",255000,3,2,"0.12",1782173,"Omaha","Nebraska                      ","68122",1453,"2018-01-18"
81710,"for_sale                      ",129500,4,2,"0.16",815288,"Omaha","Nebraska                      ","68111",1738,"1999-07-09"
110098,"for_sale                      ",445000,5,4,"0.3",1035892,"Omaha","Nebraska                      ","68164",3861,"2005-03-02"
8035,"for_sale                      ",189000,6,4,"0.18",1263732,"Omaha","Nebraska                      ","68104",2536,"2016-12-13"
67749,"for_sale                      ",115000,2,3,"0.14",291553,"Omaha","Nebraska                      ","68105",1532,"2006-03-14"
8035,"for_sale                      ",395000,6,5,"0.15",1300976,"Omaha","Nebraska                      ","68132",576,NULL
11296,"for_sale                      ",175000,3,1,"0.17",1501752,"Omaha","Nebraska                      ","68104",1124,"2005-01-18"
67749,"for_sale                      ",409000,4,3,"0.36",554957,"Omaha","Nebraska                      ","68144",2159,"2004-07-14"
105608,"for_sale                      ",184950,3,3,"0.11",987501,"Omaha","Nebraska                      ","68131",1405,"2021-07-29"
67749,"for_sale                      ",330000,3,4,"0.13",1349931,"Omaha","Nebraska                      ","68104",1345,"2017-04-14"
67749,"for_sale                      ",230000,3,2,"0.16",1616983,"Omaha","Nebraska                      ","68122",1452,"2019-10-22"
18298,"for_sale                      ",235000,5,4,"0.14",167383,"Omaha","Nebraska                      ","68131",2630,"2001-06-29"
67751,"for_sale                      ",165000,2,2,"0.12",1131887,"Omaha","Nebraska                      ","68111",1491,"2003-07-17"
79221,"for_sale                      ",38900,4,1,"0.14",782656,"Omaha","Nebraska                      ","68111",1590,"2016-02-25"
67749,"for_sale                      ",250000,3,2,"0.12",1779527,"Omaha","Nebraska                      ","68122",1517,"2018-04-19"
67256,"for_sale                      ",429900,3,2,"0.88",1533605,"Omaha","Nebraska                      ","68152",1667,"2017-01-03"
33718,"for_sale                      ",145000,3,2,"0.03",1607332,"Omaha","Nebraska                      ","68112",1246,"2020-12-14"
81710,"for_sale                      ",175950,3,2,"0.14",806228,"Omaha","Nebraska                      ","68112",1510,NULL
11296,"for_sale                      ",335000,4,4,"0.36",1409077,"Omaha","Nebraska                      ","68104",2964,"2021-04-20"
33718,"for_sale                      ",275000,4,3,"0.25",1607849,"Omaha","Nebraska                      ","68122",2182,"2019-12-23"
8035,"for_sale                      ",142500,2,2,"0.16",1041691,"Omaha","Nebraska                      ","68112",1271,"2017-10-05"
8035,"for_sale                      ",175000,3,2,"0.17",1536030,"Omaha","Nebraska                      ","68104",1140,"2019-07-24"
8035,"for_sale                      ",185000,3,2,"2.25",1289395,"Omaha","Nebraska                      ","68104",1742,"1996-09-28"
8035,"for_sale                      ",275000,4,2,"0.19",715518,"Omaha","Nebraska                      ","68110",2466,NULL
86561,"for_sale                      ",195500,2,2,"0.15",1409017,"Omaha","Nebraska                      ","68106",1834,"1998-09-15"
67749,"for_sale                      ",160000,3,1,"0.14",1376881,"Omaha","Nebraska                      ","68111",1630,"2018-04-30"
11296,"for_sale                      ",495000,3,3,"0.05",27131,"Omaha","Nebraska                      ","68108",1666,"2019-03-20"
67749,"for_sale                      ",586000,7,3,"0.17",1068335,"Omaha","Nebraska                      ","68131",2762,"2005-05-04"
86561,"for_sale                      ",285000,3,3,"0.13",768938,"Omaha","Nebraska                      ","68105",2773,"1992-09-15"
67749,"for_sale                      ",280000,3,2,"0.1",1075209,"Omaha","Nebraska                      ","68131",1256,"2010-03-02"
67749,"for_sale                      ",265000,5,2,"0.16",41909,"Omaha","Nebraska                      ","68105",2901,"2019-08-23"
105053,"for_sale                      ",200000,4,3,"0.1",137895,"Omaha","Nebraska                      ","68108",660,NULL
67749,"for_sale                      ",109900,2,2,"0.09",938450,"Omaha","Nebraska                      ","68108",1120,"2016-12-13"
67749,"for_sale                      ",90000,4,1,"0.1",885959,"Omaha","Nebraska                      ","68111",1312,"2005-08-19"
52721,"for_sale                      ",165000,4,2,"0.17",858705,"Omaha","Nebraska                      ","68108",1250,"2017-12-27"
43661,"for_sale                      ",187500,4,2,"0.09",1125712,"Omaha","Nebraska                      ","68107",1716,"2021-02-16"
11296,"for_sale                      ",210000,4,4,"0.17",407031,"Omaha","Nebraska                      ","68105",974,NULL
NULL,"for_sale                      ",160000,3,2,"0.07",611894,"Omaha","Nebraska                      ","68108",1338,"2016-08-26"
11296,"for_sale                      ",170000,3,1,"0.1",1020173,"Omaha","Nebraska                      ","68131",1524,"2017-04-20"
8035,"for_sale                      ",210000,3,2,"0.18",1459001,"Omaha","Nebraska                      ","68107",1356,"2021-10-21"
8035,"for_sale                      ",219900,5,3,"0.16",1346217,"Omaha","Nebraska                      ","68105",1656,"2018-03-28"
8035,"for_sale                      ",150000,2,1,"0.18",908035,"Omaha","Nebraska                      ","68105",1488,"2019-06-06"
11296,"for_sale                      ",200000,3,2,"0.14",572282,"Omaha","Nebraska                      ","68105",2012,"2020-08-03"
8035,"for_sale                      ",200000,2,2,"0.15",803095,"Omaha","Nebraska                      ","68105",1655,"2003-12-03"
11296,"for_sale                      ",190500,3,2,"0.13",1080793,"Omaha","Nebraska                      ","68105",1362,"2019-07-12"
58476,"for_sale                      ",128500,4,2,"0.14",743055,"Omaha","Nebraska                      ","68107",1280,"2003-04-22"
67256,"for_sale                      ",370000,3,2,"0.21",1206543,"Omaha","Nebraska                      ","68105",2274,"2014-08-12"
22473,"for_sale                      ",184400,3,1,"0.12",1023099,"Omaha","Nebraska                      ","68104",1451,"2021-11-29"
11472,"for_sale                      ",294000,3,2,"0.18",449730,"Omaha","Nebraska                      ","68130",2477,"2021-11-19"
8035,"for_sale                      ",185000,3,2,"0.2",1420252,"Omaha","Nebraska                      ","68104",1386,"2021-11-02"
33718,"for_sale                      ",125000,2,1,"0.12",1252118,"Omaha","Nebraska                      ","68117",856,NULL
8035,"for_sale                      ",496455,5,3,"0.34",567420,"Omaha","Nebraska                      ","68022",3453,"2021-11-04"
8035,"for_sale                      ",450155,3,3,"0.17",591873,"Omaha","Nebraska                      ","68135",1902,"2021-12-03"
52721,"for_sale                      ",350000,2,3,"0.02",1483043,"Omaha","Nebraska                      ","68108",1458,NULL
52721,"for_sale                      ",350000,2,3,"0.02",1485010,"Omaha","Nebraska                      ","68108",1458,NULL
8035,"for_sale                      ",1357330,4,5,"0.36",1731700,"Omaha","Nebraska                      ","68154",3308,NULL
35670,"for_sale                      ",375000,3,2,"1.1",1108089,"Omaha","Nebraska                      ","68112",2624,"2021-12-14"
24271,"for_sale                      ",195000,3,2,"0.16",736289,"Omaha","Nebraska                      ","68106",1619,"2022-02-03"
8035,"for_sale                      ",575000,4,3,"0.22",341442,"Omaha","Nebraska                      ","68022",3480,"2022-02-24"
105608,"for_sale                      ",259950,2,2,"0.14",512733,"Omaha","Nebraska                      ","68135",1394,"2021-12-06"
8035,"for_sale                      ",498915,4,3,"0.39",549280,"Omaha","Nebraska                      ","68136",2568,NULL
11472,"for_sale                      ",649950,4,5,"0.38",693812,"Omaha","Nebraska                      ","68022",7041,"2006-05-05"
11296,"for_sale                      ",385000,4,4,"0.26",510725,"Omaha","Nebraska                      ","68135",3260,"2001-08-31"
67257,"for_sale                      ",269900,3,2,"0.14",1275346,"Omaha","Nebraska                      ","68135",1494,"2007-04-25"
67749,"for_sale                      ",210000,3,2,"0.14",310413,"Omaha","Nebraska                      ","68138",1340,NULL
11296,"for_sale                      ",360000,4,3,"0.19",1541446,"Omaha","Nebraska                      ","68135",2909,"2004-07-13"
33718,"for_sale                      ",342900,2,3,"0.18",1488746,"Omaha","Nebraska                      ","68135",2962,"2015-04-07"
11472,"for_sale                      ",297025,3,3,"0.1",488842,"Omaha","Nebraska                      ","68118",1431,"2021-05-04"
11472,"for_sale                      ",279900,4,2,"0.16",944925,"Omaha","Nebraska                      ","68124",2731,"2018-08-29"
NULL,"for_sale                      ",230000,3,2,"0.17",513794,"Omaha","Nebraska                      ","68136",1449,"2016-03-21"
11296,"for_sale                      ",499000,5,4,"0.25",587541,"Omaha","Nebraska                      ","68135",4093,"2008-06-05"
8035,"for_sale                      ",598000,4,4,"0.28",1248433,"Omaha","Nebraska                      ","68022",3487,"2021-02-26"
52721,"for_sale                      ",200000,3,2,"0.23",1215535,"Omaha","Nebraska                      ","68134",1591,"2020-12-22"
67751,"for_sale                      ",225000,3,2,"0.16",1271158,"Omaha","Nebraska                      ","68106",1187,"2020-09-16"
69077,"for_sale                      ",360000,3,3,"0.2",518588,"Omaha","Nebraska                      ","68116",1986,"2019-12-13"
8035,"for_sale                      ",225000,3,2,"0.15",1322943,"Omaha","Nebraska                      ","68127",1481,"2007-08-02"
94912,"for_sale                      ",360000,5,4,"0.25",1202244,"Omaha","Nebraska                      ","68118",3106,"2017-04-10"
8035,"for_sale                      ",238500,3,2,"0.14",700620,"Omaha","Nebraska                      ","68116",1290,"2015-08-31"
11296,"for_sale                      ",345000,3,3,"0.19",214109,"Omaha","Nebraska                      ","68118",2491,NULL
8035,"for_sale                      ",220000,4,2,"0.15",666458,"Omaha","Nebraska                      ","68106",1782,"2011-03-31"
8035,"for_sale                      ",155000,3,1,"0.16",890498,"Omaha","Nebraska                      ","68112",1228,"2014-12-30"
11472,"for_sale                      ",365000,4,3,"0.18",571046,"Omaha","Nebraska                      ","68130",2136,"2020-04-07"
8035,"for_sale                      ",380000,5,4,"0.18",1786445,"Omaha","Nebraska                      ","68136",2863,"2006-04-12"
8035,"for_sale                      ",438000,3,3,"0.23",542198,"Omaha","Nebraska                      ","68136",2934,"2020-02-10"
11296,"for_sale                      ",769900,3,4,"0.05",1100984,"Omaha","Nebraska                      ","68105",2571,NULL
11296,"for_sale                      ",899900,3,4,"0.06",1101461,"Omaha","Nebraska                      ","68105",2926,NULL
67256,"for_sale                      ",229900,2,2,"0.1",551856,"Omaha","Nebraska                      ","68118",1180,"2009-09-03"
52721,"for_sale                      ",289000,3,3,"0.45",1204856,"Omaha","Nebraska                      ","68134",2184,"2021-03-02"
67258,"for_sale                      ",200000,3,2,"0.18",1534130,"Omaha","Nebraska                      ","68127",1222,"2009-03-25"
11296,"for_sale                      ",240000,3,3,"0.15",369012,"Omaha","Nebraska                      ","68154",1802,"2004-09-24"
11296,"for_sale                      ",245000,3,2,"0.13",1388094,"Omaha","Nebraska                      ","68135",1321,"2017-05-16"
8035,"for_sale                      ",310000,4,3,"0.24",429220,"Omaha","Nebraska                      ","68118",2069,"1994-01-18"
8035,"for_sale                      ",269900,3,3,"0.14",1305743,"Omaha","Nebraska                      ","68135",1880,"2015-12-29"
67749,"for_sale                      ",249900,3,2,"0.17",518553,"Omaha","Nebraska                      ","68136",1538,"2015-04-15"
11472,"for_sale                      ",367625,2,2,"0.1",489837,"Omaha","Nebraska                      ","68118",1241,NULL
NULL,"for_sale                      ",169900,3,2,"0.14",1277957,"Omaha","Nebraska                      ","68104",1664,"2009-03-04"
67749,"for_sale                      ",340000,3,4,"0.26",470976,"Omaha","Nebraska                      ","68136",2516,"2017-09-28"
67257,"for_sale                      ",464434,3,2,"0.22",1501554,"Omaha","Nebraska                      ","68135",1759,"2022-02-23"
8035,"for_sale                      ",669000,5,3,"0.35",896187,"Omaha","Nebraska                      ","68022",2941,NULL
11158,"for_sale                      ",230000,3,2,"0.17",1345191,"Omaha","Nebraska                      ","68135",1541,"2020-05-04"
8035,"for_sale                      ",500000,5,4,"0.19",180963,"Omaha","Nebraska                      ","68022",3758,"2013-12-13"
69077,"for_sale                      ",260000,3,3,"0.08",509701,"Omaha","Nebraska                      ","68118",1719,"2021-04-27"
67263,"for_sale                      ",335000,3,2,"0.14",282719,"Omaha","Nebraska                      ","68106",2225,"2014-03-14"
11296,"for_sale                      ",220000,3,2,"0.31",1552656,"Omaha","Nebraska                      ","68164",1420,"2016-12-27"
11158,"for_sale                      ",435000,5,4,"0.15",962794,"Omaha","Nebraska                      ","68131",3477,NULL
67749,"for_sale                      ",220000,4,2,"0.28",1593838,"Omaha","Nebraska                      ","68112",2122,"2019-10-11"
11296,"for_sale                      ",495000,4,3,"0.17",1347862,"Omaha","Nebraska                      ","68106",2210,NULL
8035,"for_sale                      ",493475,3,2,"0.51",896145,"Omaha","Nebraska                      ","68116",1759,NULL
67749,"for_sale                      ",275000,4,2,"0.16",1719494,"Omaha","Nebraska                      ","68122",1817,"2015-05-26"
11472,"for_sale                      ",300000,3,4,"0.19",217932,"Omaha","Nebraska                      ","68154",2244,"2019-01-04"
11158,"for_sale                      ",230000,3,1,"0.19",968130,"Omaha","Nebraska                      ","68144",1658,"2005-03-15"
67256,"for_sale                      ",344711,4,4,"0.15",472237,"Omaha","Nebraska                      ","68135",2949,"2002-05-31"
52721,"for_sale                      ",479000,4,3,"0.45",1075095,"Omaha","Nebraska                      ","68130",2758,"2010-10-26"
10859,"for_sale                      ",325000,3,3,"0.23",1056633,"Omaha","Nebraska                      ","68124",1850,"2015-10-27"
8035,"for_sale                      ",295000,4,3,"0.17",459902,"Omaha","Nebraska                      ","68116",2488,"2016-08-02"
11296,"for_sale                      ",385000,3,4,"0.2",559276,"Omaha","Nebraska                      ","68136",2899,"2016-09-19"
11472,"for_sale                      ",825000,4,5,"0.66",1834911,"Omaha","Nebraska                      ","68114",4739,"2009-05-01"
35670,"for_sale                      ",325000,4,3,"0.18",455546,"Omaha","Nebraska                      ","68136",2359,"2006-05-02"
8035,"for_sale                      ",850000,7,5,"0.34",460178,"Omaha","Nebraska                      ","68135",6076,"2014-08-12"
67749,"for_sale                      ",359500,4,3,"0.41",498619,"Omaha","Nebraska                      ","68116",2021,"2017-09-12"
11472,"for_sale                      ",356000,4,3,"0.09",621535,"Omaha","Nebraska                      ","68130",2086,"2016-06-10"
8035,"for_sale                      ",450000,4,5,"0.35",636233,"Omaha","Nebraska                      ","68022",3979,"2018-01-11"
11296,"for_sale                      ",280000,2,2,"0.21",1057392,"Omaha","Nebraska                      ","68022",2104,"2021-03-19"
8035,"for_sale                      ",340000,2,2,"0.22",121530,"Omaha","Nebraska                      ","68136",1376,"2018-12-10"
67258,"for_sale                      ",549900,4,3,"0.22",556658,"Omaha","Nebraska                      ","68136",3637,"2020-03-26"
67749,"for_sale                      ",390000,5,4,"0.29",426182,"Omaha","Nebraska                      ","68118",3225,"1997-06-23"
11296,"for_sale                      ",464000,4,4,"0.19",676152,"Omaha","Nebraska                      ","68022",3076,"2020-06-09"
67258,"for_sale                      ",225000,3,3,"0.19",1817482,"Omaha","Nebraska                      ","68134",1948,"2000-05-22"
8035,"for_sale                      ",875000,5,6,"0.33",1581264,"Omaha","Nebraska                      ","68022",5012,"2017-07-21"
98664,"for_sale                      ",475000,5,5,"0.28",1613962,"Omaha","Nebraska                      ","68136",3999,"2014-06-05"
11472,"for_sale                      ",440000,4,3,"0.16",1321328,"Omaha","Nebraska                      ","68135",2892,"2019-10-10"
52721,"for_sale                      ",200000,2,1,"0.15",1323302,"Omaha","Nebraska                      ","68104",1507,"2017-08-15"
11158,"for_sale                      ",515000,4,3,"0.25",24186,"Omaha","Nebraska                      ","68136",3635,"2020-11-18"
8035,"for_sale                      ",612000,5,3,"0.34",216606,"Omaha","Nebraska                      ","68137",3486,NULL
8035,"for_sale                      ",390000,4,3,"0.2",417950,"Omaha","Nebraska                      ","68116",2571,"2016-11-30"
11296,"for_sale                      ",300000,3,2,"0.2",1649473,"Omaha","Nebraska                      ","68122",1642,"2019-12-10"
8035,"for_sale                      ",520000,3,3,"0.41",42673,"Omaha","Nebraska                      ","68154",2411,"2013-05-14"
110098,"for_sale                      ",245000,3,3,"0.18",122785,"Omaha","Nebraska                      ","68164",1920,"2018-05-02"
8035,"for_sale                      ",750000,4,5,"0.36",1077325,"Omaha","Nebraska                      ","68124",4742,"2003-09-18"
11472,"for_sale                      ",225000,5,3,"0.18",61461,"Omaha","Nebraska                      ","68127",2120,NULL
11472,"for_sale                      ",299000,3,2,"0.15",534962,"Omaha","Nebraska                      ","68104",1802,"2017-05-11"
67257,"for_sale                      ",575000,5,3,"0.48",51545,"Omaha","Nebraska                      ","68136",3500,NULL
11472,"for_sale                      ",375000,4,5,"0.28",421071,"Omaha","Nebraska                      ","68144",3203,"2000-06-28"
8035,"for_sale                      ",270000,3,3,"0.17",368457,"Omaha","Nebraska                      ","68154",1850,"2018-03-08"
67258,"for_sale                      ",315000,3,4,"0.2",375578,"Omaha","Nebraska                      ","68116",2272,"2020-07-27"
11472,"for_sale                      ",325000,3,3,"0.24",1414043,"Omaha","Nebraska                      ","68135",2258,"2008-04-28"
11472,"for_sale                      ",325000,3,4,"0.16",1475107,"Omaha","Nebraska                      ","68135",2086,"2008-11-07"
8035,"for_sale                      ",650000,5,5,"0.24",578972,"Omaha","Nebraska                      ","68022",4871,"2019-05-16"
8035,"for_sale                      ",479900,4,3,"0.47",1415992,"Omaha","Nebraska                      ","68022",3235,NULL
11296,"for_sale                      ",679900,6,3,"0.27",1398958,"Omaha","Nebraska                      ","68022",3709,NULL
8035,"for_sale                      ",806480,5,3,"0.29",860598,"Omaha","Nebraska                      ","68022",3639,NULL
11618,"for_sale                      ",450000,5,4,"0.22",1265521,"Omaha","Nebraska                      ","68022",4168,"2016-05-11"
94564,"for_sale                      ",389000,3,3,"0.19",636248,"Omaha","Nebraska                      ","68022",2067,"2021-01-04"
83670,"for_sale                      ",80000,2,1,"0.18",1262931,"Omaha","Nebraska                      ","68104",560,NULL
8035,"for_sale                      ",305000,3,2,"0.83",1613058,"Omaha","Nebraska                      ","68134",1796,"1996-06-18"
11472,"for_sale                      ",625000,5,3,"0.67",1552135,"Omaha","Nebraska                      ","68152",3620,"2011-08-31"
11472,"for_sale                      ",245000,3,3,"0.35",1214420,"Omaha","Nebraska                      ","68134",2348,"2010-11-02"
81710,"for_sale                      ",475000,3,3,"0.26",170583,"Omaha","Nebraska                      ","68142",3060,"2003-09-02"
8035,"for_sale                      ",198000,4,1,"0.17",1616521,"Omaha","Nebraska                      ","68114",1216,"2021-10-01"
8035,"for_sale                      ",700000,5,5,"0.03",38447,"Omaha","Nebraska                      ","68136",4041,"2021-06-28"
67256,"for_sale                      ",425000,3,3,"0.29",974018,"Omaha","Nebraska                      ","68124",2686,"2014-04-18"
81710,"for_sale                      ",950000,4,3,"0.27",1623696,"Omaha","Nebraska                      ","68142",3640,"2013-03-06"
11472,"for_sale                      ",327675,3,2,"0.18",1813844,"Omaha","Nebraska                      ","68136",1473,NULL
11472,"for_sale                      ",348100,3,2,"0.2",1822546,"Omaha","Nebraska                      ","68136",1473,NULL
110098,"for_sale                      ",200000,4,2,"0.26",1266090,"Omaha","Nebraska                      ","68106",2192,"2021-12-15"
33718,"for_sale                      ",385000,4,3,"0.19",1796301,"Omaha","Nebraska                      ","68136",2653,"2017-05-10"
67265,"for_sale                      ",285000,3,3,"0.16",1747800,"Omaha","Nebraska                      ","68136",2881,"2018-05-18"
8035,"for_sale                      ",245000,3,2,"0.17",1385265,"Omaha","Nebraska                      ","68135",1437,"2010-11-02"
8035,"for_sale                      ",275000,3,2,"0.3",656117,"Omaha","Nebraska                      ","68118",2315,"2011-05-25"
8035,"for_sale                      ",305000,3,3,"0.16",364733,"Omaha","Nebraska                      ","68116",2266,"2019-03-04"
67749,"for_sale                      ",224900,4,3,"0.15",1662387,"Omaha","Nebraska                      ","68112",1808,"2022-02-09"
8035,"for_sale                      ",260000,4,3,"0.2",357083,"Omaha","Nebraska                      ","68137",2006,"2012-04-12"
