"brokered_by","status","price","bed","bath","acre_lot","street","city","state","zip_code","house_size","prev_sold_date"
16143,"for_sale                      ",890000,5,5,"4.91",1957724,"Ackworth","Iowa                          ","50001",3292,NULL
95190,"for_sale                      ",29000,2,1,"0.25",810802,"New Virginia","Iowa                          ","50210",1142,"1995-07-05"
81618,"for_sale                      ",1100000,4,3,"20.02",537942,"Milo","Iowa                          ","50166",1891,NULL
79025,"for_sale                      ",236850,3,3,"14.85",244509,"New Virginia","Iowa                          ","50210",2052,"2016-09-08"
93536,"for_sale                      ",199900,3,1,"0.5",932801,"New Virginia","Iowa                          ","50210",1692,"2022-03-22"
79107,"for_sale                      ",349900,5,3,"0.23",1326152,"Prairie City","Iowa                          ","50228",1668,NULL
47726,"for_sale                      ",160000,3,2,"0.23",957411,"Pleasantville","Iowa                          ","50225",1040,NULL
11256,"for_sale                      ",239900,4,3,"0.31",1463959,"Indianola","Iowa                          ","50125",1849,"2011-03-18"
75009,"for_sale                      ",116900,2,2,"0.09",209744,"Indianola","Iowa                          ","50125",983,"2018-11-16"
47725,"for_sale                      ",124000,2,1,"0.2",1330213,"Monroe","Iowa                          ","50170",1024,"2019-03-08"
78435,"for_sale                      ",175000,3,3,"0.1",336016,"Indianola","Iowa                          ","50125",1380,"2020-10-29"
78435,"for_sale                      ",135000,4,2,"0.23",680699,"Hartford","Iowa                          ","50118",1080,NULL
53207,"for_sale                      ",149000,2,1,"0.21",1578328,"Adair","Iowa                          ","50002",1104,NULL
49779,"for_sale                      ",19900,3,2,"0.16",928663,"Buckeye","Iowa                          ","50006",1590,"2018-11-06"
45133,"for_sale                      ",53900,3,2,"0.15",928288,"Alden","Iowa                          ","50006",1418,NULL
49779,"for_sale                      ",58000,4,1,"0.48",84693,"Buckeye","Iowa                          ","50006",1596,NULL
34849,"for_sale                      ",165000,3,2,"0.34",284621,"Alden","Iowa                          ","50006",1564,NULL
19193,"for_sale                      ",129500,4,2,"2.2",1623227,"Alden","Iowa                          ","50006",1536,NULL
34849,"for_sale                      ",112900,3,1,"0.32",1494060,"Alden","Iowa                          ","50006",1528,NULL
34849,"for_sale                      ",84900,2,1,"0.2",26254,"Alden","Iowa                          ","50006",1338,"2015-03-09"
34849,"for_sale                      ",369000,4,2,"3.85",179174,"Alden","Iowa                          ","50006",1880,NULL
34849,"for_sale                      ",219900,4,2,"0.22",344104,"Alden","Iowa                          ","50006",1700,NULL
34849,"for_sale                      ",117000,2,2,"0.2",278307,"Alden","Iowa                          ","50006",1220,"2019-05-08"
79107,"for_sale                      ",185000,2,2,"0.31",1496095,"Alden","Iowa                          ","50006",1232,NULL
79237,"for_sale                      ",434000,4,3,"0.46",384191,"Alleman","Iowa                          ","50007",1608,"2016-11-03"
47743,"for_sale                      ",149900,2,1,"0.15",1597152,"Des Moines","Iowa                          ","50316",769,"2020-11-23"
81756,"for_sale                      ",100000,1,1,"0.16",1786783,"Boone","Iowa                          ","50036",640,"2019-05-16"
79025,"for_sale                      ",184900,4,2,"0.15",413013,"Des Moines","Iowa                          ","50314",1656,NULL
78435,"for_sale                      ",239900,4,2,"0.21",1519725,"Nevada","Iowa                          ","50201",1764,"2019-09-04"
79237,"for_sale                      ",350000,3,3,"0.15",334876,"Grimes","Iowa                          ","50111",1565,NULL
79029,"for_sale                      ",1350000,4,4,"2.9",101464,"Ankeny","Iowa                          ","50021",4155,"2012-02-22"
79237,"for_sale                      ",200000,3,2,"0.17",621379,"Granger","Iowa                          ","50109",1005,"2016-10-13"
79025,"for_sale                      ",80000,2,1,"0.11",91409,"Altoona","Iowa                          ","50009",888,NULL
78435,"for_sale                      ",175000,5,1,"0.15",1056373,"Des Moines","Iowa                          ","50313",1492,"2016-04-22"
83598,"for_sale                      ",239900,3,2,"0.17",275400,"Des Moines","Iowa                          ","50317",1092,"2019-05-16"
81618,"for_sale                      ",225000,2,2,"0.15",774007,"Des Moines","Iowa                          ","50311",1184,NULL
47739,"for_sale                      ",219900,4,2,"0.64",1188998,"Des Moines","Iowa                          ","50320",1248,NULL
68653,"for_sale                      ",169900,4,2,"0.17",283410,"Des Moines","Iowa                          ","50317",1198,NULL
23989,"for_sale                      ",208000,3,4,"0.02",716462,"Ankeny","Iowa                          ","50021",1628,"2016-10-18"
79025,"for_sale                      ",220000,3,1,"0.23",1571714,"Altoona","Iowa                          ","50009",925,"2017-09-26"
83598,"for_sale                      ",239900,10,4,"0.24",403352,"Des Moines","Iowa                          ","50311",3132,"2017-06-27"
16143,"for_sale                      ",195000,1,2,"0.09",1512214,"West Des Moines","Iowa                          ","50265",1350,"2019-09-18"
78435,"for_sale                      ",320000,4,4,"0.27",1582331,"Huxley","Iowa                          ","50124",1430,"2007-05-10"
53207,"for_sale                      ",567900,4,3,"0.36",357723,"Urbandale","Iowa                          ","50323",1526,NULL
78435,"for_sale                      ",235000,3,2,"0.17",882378,"Des Moines","Iowa                          ","50312",1760,NULL
78435,"for_sale                      ",119900,2,1,"0.2",596351,"Des Moines","Iowa                          ","50315",864,"2017-09-22"
52527,"for_sale                      ",225000,3,3,"0.26",528770,"Des Moines","Iowa                          ","50317",1557,"2010-10-25"
78435,"for_sale                      ",245000,4,2,"0.21",150458,"Windsor Heights","Iowa                          ","50324",1379,"2019-05-06"
79107,"for_sale                      ",215000,3,2,"0.21",742776,"Ames","Iowa                          ","50010",864,"2020-06-03"
74003,"for_sale                      ",750000,3,4,"0.42",1126443,"Des Moines","Iowa                          ","50312",2058,NULL
78435,"for_sale                      ",281500,3,2,"0.38",585428,"Altoona","Iowa                          ","50009",1166,NULL
78435,"for_sale                      ",391500,4,3,"0.28",284443,"Ankeny","Iowa                          ","50023",1957,NULL
78435,"for_sale                      ",292500,3,2,"0.17",1823547,"Altoona","Iowa                          ","50009",1250,NULL
78435,"for_sale                      ",287500,3,2,"0.15",1057306,"Bondurant","Iowa                          ","50035",1300,NULL
16143,"for_sale                      ",457900,5,3,"0.26",32844,"Grimes","Iowa                          ","50111",1611,NULL
78435,"for_sale                      ",279500,3,2,"0.17",1782381,"Altoona","Iowa                          ","50009",1166,NULL
78435,"for_sale                      ",287000,4,3,"0.15",1015191,"Bondurant","Iowa                          ","50035",1486,"2020-07-20"
33745,"for_sale                      ",295000,2,3,"0.11",1477946,"Ankeny","Iowa                          ","50021",1026,NULL
53207,"for_sale                      ",155000,2,2,"0.12",1036699,"Des Moines","Iowa                          ","50316",850,"2018-12-26"
79107,"for_sale                      ",175000,4,2,"0.19",236521,"Ames","Iowa                          ","50010",1367,NULL
79029,"for_sale                      ",390000,4,3,"0.3",873928,"Ankeny","Iowa                          ","50023",2930,NULL
79025,"for_sale                      ",249900,3,1,"0.18",1805318,"Des Moines","Iowa                          ","50312",1300,"2018-05-22"
16143,"for_sale                      ",260000,3,2,"0.14",874834,"Ankeny","Iowa                          ","50023",1187,"2019-07-29"
78435,"for_sale                      ",199900,3,1,"0.25",1579022,"Polk City","Iowa                          ","50226",948,"2014-05-01"
22460,"for_sale                      ",224900,3,3,"0.03",1574050,"Norwalk","Iowa                          ","50211",1500,"2006-12-27"
78611,"for_sale                      ",174900,3,1,"0.25",686967,"Boone","Iowa                          ","50036",932,"2009-06-01"
68653,"for_sale                      ",360500,4,3,"0.22",1809438,"Altoona","Iowa                          ","50009",2241,"2020-06-04"
11256,"for_sale                      ",209900,3,2,"0.18",1173684,"Des Moines","Iowa                          ","50310",964,"2016-11-03"
79237,"for_sale                      ",269000,3,4,"0.21",952311,"Bondurant","Iowa                          ","50035",1439,"2019-05-23"
30530,"for_sale                      ",309990,3,3,"0.07",747851,"Ankeny","Iowa                          ","50021",1274,NULL
78435,"for_sale                      ",415000,3,3,"0.27",1833510,"Urbandale","Iowa                          ","50322",1440,"2016-07-22"
75009,"for_sale                      ",345000,3,3,"0.26",925515,"Grimes","Iowa                          ","50111",1518,"2016-02-22"
78435,"for_sale                      ",529950,5,3,"0.26",923795,"Norwalk","Iowa                          ","50211",2530,NULL
36891,"for_sale                      ",309900,3,2,"0.23",1290452,"West Des Moines","Iowa                          ","50265",1461,"2016-10-04"
83598,"for_sale                      ",214900,4,2,"0.14",880426,"Des Moines","Iowa                          ","50317",840,"2021-09-02"
22461,"for_sale                      ",730000,4,5,"0.44",324256,"Clive","Iowa                          ","50325",3458,"2008-08-19"
81225,"for_sale                      ",475000,4,3,"0.2",1353036,"Ankeny","Iowa                          ","50023",1607,NULL
78435,"for_sale                      ",519950,4,3,"0.25",926030,"Norwalk","Iowa                          ","50211",1703,NULL
78435,"for_sale                      ",494950,4,4,"0.18",1769614,"Norwalk","Iowa                          ","50211",2323,NULL
33745,"for_sale                      ",419900,5,3,"0.23",646261,"Grimes","Iowa                          ","50111",1599,"2016-10-27"
93536,"for_sale                      ",825000,5,4,"0.47",459304,"Urbandale","Iowa                          ","50323",2078,"2018-08-17"
81225,"for_sale                      ",340990,2,2,"0.08",1680513,"Polk City","Iowa                          ","50226",1263,NULL
33745,"for_sale                      ",237000,3,3,"0.06",1703741,"Bondurant","Iowa                          ","50035",1589,"2021-07-16"
16143,"for_sale                      ",179900,2,2,"0.1",390424,"West Des Moines","Iowa                          ","50266",1304,"2016-03-21"
95190,"for_sale                      ",175000,3,3,"0.15",1039827,"Des Moines","Iowa                          ","50313",1654,NULL
67884,"for_sale                      ",126900,2,2,"0.12",337969,"Boone","Iowa                          ","50036",763,NULL
67884,"for_sale                      ",185000,3,2,"0.17",237468,"Boone","Iowa                          ","50036",1530,NULL
22459,"for_sale                      ",120000,3,1,"0.16",933922,"Des Moines","Iowa                          ","50317",672,"2012-07-11"
22460,"for_sale                      ",309900,3,3,"0.17",1832920,"Johnston","Iowa                          ","50131",1728,"2016-04-14"
78435,"for_sale                      ",330000,4,3,"0.28",344528,"Des Moines","Iowa                          ","50311",2187,"2006-09-20"
78435,"for_sale                      ",296900,3,3,"0.28",767734,"Des Moines","Iowa                          ","50321",2056,"2012-07-23"
31937,"for_sale                      ",160000,3,1,"0.16",801535,"Des Moines","Iowa                          ","50310",1342,"2020-10-20"
78435,"for_sale                      ",199900,4,1,"0.16",145243,"Des Moines","Iowa                          ","50313",1344,"2021-04-02"
53207,"for_sale                      ",374900,4,4,"0.27",393293,"Ankeny","Iowa                          ","50021",2156,"2014-06-19"
79025,"for_sale                      ",715000,5,5,"0.62",1299877,"Urbandale","Iowa                          ","50323",3079,"2019-05-10"
78435,"for_sale                      ",259000,3,3,"0.2",1092281,"Des Moines","Iowa                          ","50320",1481,"2014-02-03"
78435,"for_sale                      ",275000,3,2,"0.23",205787,"Ankeny","Iowa                          ","50021",1248,"2013-11-18"
83471,"for_sale                      ",439900,4,4,"0.26",1363141,"Bondurant","Iowa                          ","50035",1686,NULL
33745,"for_sale                      ",469000,3,3,"0.26",968234,"Ames","Iowa                          ","50014",1925,NULL
79025,"for_sale                      ",220000,3,1,"0.19",990397,"Des Moines","Iowa                          ","50317",1373,"2014-06-16"
78435,"for_sale                      ",112000,2,2,"0.11",297403,"Des Moines","Iowa                          ","50316",924,"2019-11-19"
53207,"for_sale                      ",125000,3,2,"0.09",1327479,"Des Moines","Iowa                          ","50315",627,NULL
67884,"for_sale                      ",119900,2,1,"0.17",454725,"Boone","Iowa                          ","50036",888,"2019-03-29"
22462,"for_sale                      ",164900,2,1,"0.21",853574,"Des Moines","Iowa                          ","50322",1062,"2019-06-03"
16143,"for_sale                      ",195000,3,2,"0.2",174441,"Madrid","Iowa                          ","50156",1504,"2017-06-02"
81618,"for_sale                      ",169000,3,1,"0.22",1274413,"Des Moines","Iowa                          ","50310",1240,"2021-06-01"
109672,"for_sale                      ",189900,2,2,"0.19",1175948,"Urbandale","Iowa                          ","50322",960,NULL
42476,"for_sale                      ",149700,2,1,"0.16",1125951,"Des Moines","Iowa                          ","50310",768,"2017-10-19"
39337,"for_sale                      ",210000,3,2,"0.26",393255,"Des Moines","Iowa                          ","50315",1518,"2019-10-29"
83598,"for_sale                      ",169900,4,1,"0.15",235628,"Des Moines","Iowa                          ","50314",1400,"2009-01-02"
78435,"for_sale                      ",379900,3,3,"0.31",1304329,"Pleasant Hill","Iowa                          ","50327",2148,"2007-03-14"
47727,"for_sale                      ",254000,3,3,"0.04",924922,"Grimes","Iowa                          ","50111",1636,"2016-01-08"
47743,"for_sale                      ",565000,5,3,"6.62",1219379,"Mitchellville","Iowa                          ","50169",1989,"2004-09-01"
78435,"for_sale                      ",369000,3,3,"1.21",1082054,"Des Moines","Iowa                          ","50320",1742,NULL
20161,"for_sale                      ",285000,4,3,"0.2",1458680,"Ankeny","Iowa                          ","50023",1734,"2012-07-02"
78436,"for_sale                      ",410000,6,3,"0.35",965324,"Ames","Iowa                          ","50014",2703,NULL
93536,"for_sale                      ",559000,5,3,"0.27",459384,"Urbandale","Iowa                          ","50323",1733,"2016-03-03"
106569,"for_sale                      ",249900,3,3,"0.05",930192,"Ankeny","Iowa                          ","50021",1182,"2012-11-29"
53207,"for_sale                      ",215000,5,2,"0.23",1459199,"Des Moines","Iowa                          ","50312",1000,NULL
16143,"for_sale                      ",309900,3,3,"0.1",464144,"Ankeny","Iowa                          ","50023",1575,"2017-11-01"
83598,"for_sale                      ",281900,3,2,"0.07",710505,"Des Moines","Iowa                          ","50320",1361,NULL
75009,"for_sale                      ",759000,6,4,"0.59",1676091,"Johnston","Iowa                          ","50131",2003,NULL
79025,"for_sale                      ",190000,4,2,"0.19",217662,"Des Moines","Iowa                          ","50315",826,"2016-08-25"
83598,"for_sale                      ",286900,3,2,"0.08",705010,"Des Moines","Iowa                          ","50320",1361,"2021-04-07"
22461,"for_sale                      ",475000,4,2,"4.29",1158020,"Altoona","Iowa                          ","50009",1508,"2015-09-22"
79025,"for_sale                      ",429900,4,3,"0.27",1523440,"West Des Moines","Iowa                          ","50266",2284,"2004-04-15"
81225,"for_sale                      ",279900,4,4,"0.22",1287900,"Norwalk","Iowa                          ","50211",1587,"2015-04-13"
107531,"for_sale                      ",650000,3,2,"15.86",1406200,"Cambridge","Iowa                          ","50046",1910,NULL
83598,"for_sale                      ",281900,3,2,"0.07",716982,"Des Moines","Iowa                          ","50320",1361,"2020-12-02"
81618,"for_sale                      ",269900,4,2,"0.19",1654574,"Urbandale","Iowa                          ","50322",1758,"2019-07-11"
78435,"for_sale                      ",214900,4,2,"0.2",1018170,"Des Moines","Iowa                          ","50317",931,"2020-10-21"
16143,"for_sale                      ",269900,2,2,"0.15",642754,"Grimes","Iowa                          ","50111",1110,NULL
81618,"for_sale                      ",250000,4,2,"0.34",863788,"Des Moines","Iowa                          ","50322",1410,"2014-03-05"
47743,"for_sale                      ",299900,3,3,"0.07",240546,"Urbandale","Iowa                          ","50323",1454,"2005-10-18"
47726,"for_sale                      ",595000,5,3,"0.29",1795422,"Johnston","Iowa                          ","50131",2175,"2014-02-18"
38607,"for_sale                      ",399900,4,4,"0.21",1115247,"Ankeny","Iowa                          ","50023",1638,"2016-10-04"
16143,"for_sale                      ",264000,3,2,"0.21",877494,"West Des Moines","Iowa                          ","50265",1048,"2012-05-21"
83598,"for_sale                      ",281900,3,2,"0.07",718310,"Des Moines","Iowa                          ","50320",1361,"2021-05-11"
33745,"for_sale                      ",306000,2,2,"0.16",1465293,"Ankeny","Iowa                          ","50021",1196,NULL
79025,"for_sale                      ",279900,3,3,"0.04",1572747,"Bondurant","Iowa                          ","50035",1577,NULL
53207,"for_sale                      ",199000,4,2,"0.15",744693,"Des Moines","Iowa                          ","50316",1811,"2021-08-16"
16143,"for_sale                      ",140000,3,1,"0.17",905593,"Des Moines","Iowa                          ","50317",936,"2015-10-08"
20161,"for_sale                      ",135000,2,1,"0.13",228736,"Des Moines","Iowa                          ","50317",955,"2019-04-29"
81225,"for_sale                      ",125000,3,1,"0.09",218215,"Des Moines","Iowa                          ","50314",1408,"2019-10-07"
22460,"for_sale                      ",159900,2,2,"0.48",443128,"Des Moines","Iowa                          ","50316",984,NULL
78435,"for_sale                      ",175000,2,1,"0.16",665186,"Des Moines","Iowa                          ","50322",672,NULL
8065,"for_sale                      ",134990,3,1,"0.15",1115795,"Des Moines","Iowa                          ","50313",1104,"2016-06-03"
47726,"for_sale                      ",180000,3,2,"0.19",744802,"Des Moines","Iowa                          ","50322",1061,"2015-10-23"
78435,"for_sale                      ",155000,2,1,"0.23",1216596,"Des Moines","Iowa                          ","50315",936,NULL
78435,"for_sale                      ",165000,2,1,"0.19",1703640,"Des Moines","Iowa                          ","50313",1180,"2014-09-25"
53207,"for_sale                      ",664020,4,4,"0.28",120587,"Grimes","Iowa                          ","50111",1752,"2020-12-29"
78435,"for_sale                      ",110000,2,1,"0.17",228253,"Des Moines","Iowa                          ","50317",624,"2009-03-09"
47743,"for_sale                      ",519370,4,3,"0.36",488435,"Norwalk","Iowa                          ","50211",1629,"2021-03-26"
46043,"for_sale                      ",329500,3,2,"0.22",128564,"Altoona","Iowa                          ","50009",1358,NULL
47727,"for_sale                      ",42000,2,1,"0.15",1019468,"Des Moines","Iowa                          ","50313",1264,NULL
110060,"for_sale                      ",150000,2,2,"0.25",342995,"Boone","Iowa                          ","50036",924,"2020-10-15"
67884,"for_sale                      ",177000,2,2,"0.26",227768,"Boone","Iowa                          ","50036",1390,"2010-04-12"
79025,"for_sale                      ",178000,3,1,"0.23",680083,"Altoona","Iowa                          ","50009",960,"2016-04-28"
79237,"for_sale                      ",160000,2,2,"0.21",860318,"Des Moines","Iowa                          ","50317",965,NULL
79029,"for_sale                      ",145000,2,2,"0.01",1240182,"Urbandale","Iowa                          ","50323",1056,"2017-05-05"
78435,"for_sale                      ",625000,5,5,"0.37",427956,"Urbandale","Iowa                          ","50323",2741,"2004-07-22"
16143,"for_sale                      ",168000,3,2,"0.2",800194,"Des Moines","Iowa                          ","50317",1124,NULL
79025,"for_sale                      ",265000,3,2,"0.25",213272,"Ankeny","Iowa                          ","50023",1850,"2018-05-14"
81225,"for_sale                      ",254900,4,2,"0.62",1538328,"Johnston","Iowa                          ","50131",990,"2004-07-12"
53207,"for_sale                      ",170000,2,2,"0.17",646339,"Des Moines","Iowa                          ","50315",816,"2020-08-18"
53207,"for_sale                      ",210000,3,3,"0.02",1560176,"Johnston","Iowa                          ","50131",1500,"2013-04-01"
47726,"for_sale                      ",289900,3,3,"0.33",1467851,"Ankeny","Iowa                          ","50023",1481,"2013-08-20"
81618,"for_sale                      ",179900,2,2,"0.19",1201144,"Des Moines","Iowa                          ","50317",894,"2009-06-04"
93716,"for_sale                      ",370000,3,4,"0.24",567173,"Ankeny","Iowa                          ","50021",2068,NULL
79029,"for_sale                      ",289900,3,3,"0.14",1352294,"Pleasant Hill","Iowa                          ","50327",1464,"2017-04-11"
83598,"for_sale                      ",189900,3,2,"0.24",751962,"Des Moines","Iowa                          ","50317",1632,"2017-01-23"
79107,"for_sale                      ",439000,4,3,"1.26",990328,"Ames","Iowa                          ","50014",2167,NULL
46253,"for_sale                      ",345000,3,3,"0.15",875618,"Ames","Iowa                          ","50010",1434,"2015-01-16"
47743,"for_sale                      ",274900,3,3,"0.23",1027693,"West Des Moines","Iowa                          ","50265",1558,"2017-02-21"
7076,"for_sale                      ",475000,4,4,"0.57",1473565,"Johnston","Iowa                          ","50131",2407,"2019-01-02"
81618,"for_sale                      ",379900,4,3,"0.25",1455495,"Norwalk","Iowa                          ","50211",1934,"2017-05-02"
79107,"for_sale                      ",415000,4,3,"0.29",1372305,"Ames","Iowa                          ","50014",1790,"2015-06-15"
75009,"for_sale                      ",749000,6,5,"0.78",1673758,"Johnston","Iowa                          ","50131",2011,NULL
16143,"for_sale                      ",239900,3,2,"0.12",1349515,"Ankeny","Iowa                          ","50023",1036,"2015-07-31"
47726,"for_sale                      ",360000,3,3,"0.2",27231,"Ankeny","Iowa                          ","50021",1975,"2009-08-18"
79029,"for_sale                      ",449900,4,3,"0.5",489615,"Ankeny","Iowa                          ","50021",1616,"2011-12-09"
22462,"for_sale                      ",725000,4,4,"0.82",1334041,"Polk City","Iowa                          ","50226",1920,NULL
11256,"for_sale                      ",264999,4,2,"0.22",989518,"West Des Moines","Iowa                          ","50265",1088,"2020-02-06"
83598,"for_sale                      ",230000,3,3,"0.06",1393731,"Johnston","Iowa                          ","50131",1444,"2015-10-07"
79029,"for_sale                      ",285000,4,3,"0.2",1075072,"Ankeny","Iowa                          ","50023",1415,"2017-05-19"
47727,"for_sale                      ",280000,3,3,"0.24",1276722,"West Des Moines","Iowa                          ","50265",1293,"2019-08-14"
46043,"for_sale                      ",305500,3,3,"0.15",559219,"Altoona","Iowa                          ","50009",1352,"2021-06-29"
36890,"for_sale                      ",249000,4,2,"0.2",700907,"Ames","Iowa                          ","50010",1144,"2020-05-04"
20161,"for_sale                      ",439900,5,4,"0.24",840153,"Ankeny","Iowa                          ","50023",2204,"2019-10-03"
36890,"for_sale                      ",310000,4,4,"0.16",1351557,"Huxley","Iowa                          ","50124",1719,"2021-07-19"
22461,"for_sale                      ",624000,5,3,"0.3",875578,"Grimes","Iowa                          ","50111",2036,NULL
79107,"for_sale                      ",220000,3,2,"0.38",1393373,"Ames","Iowa                          ","50014",1090,"2019-03-04"
79025,"for_sale                      ",125000,2,1,"0.09",827740,"Des Moines","Iowa                          ","50311",1053,NULL
36890,"for_sale                      ",219900,3,4,"0.23",709311,"Ames","Iowa                          ","50010",1759,NULL
79025,"for_sale                      ",189900,3,2,"0.21",1493524,"Nevada","Iowa                          ","50201",980,"2006-09-27"
53207,"for_sale                      ",145000,2,1,"0.18",493933,"Des Moines","Iowa                          ","50317",816,"2019-08-16"
79025,"for_sale                      ",165000,3,1,"0.18",1153067,"Des Moines","Iowa                          ","50313",1292,"2015-03-31"
16143,"for_sale                      ",191000,2,1,"0.16",451354,"Des Moines","Iowa                          ","50311",768,"2019-05-28"
81618,"for_sale                      ",224900,3,3,"0.06",1319382,"Pleasant Hill","Iowa                          ","50327",1182,"2007-07-16"
79029,"for_sale                      ",206000,3,4,"0.03",1262241,"Ankeny","Iowa                          ","50021",1532,"2019-05-13"
83598,"for_sale                      ",224900,3,2,"0.2",570808,"Altoona","Iowa                          ","50009",1167,"2021-09-30"
16143,"for_sale                      ",225000,3,3,"0.03",961885,"Ankeny","Iowa                          ","50021",1460,"2020-08-24"
16143,"for_sale                      ",300000,3,3,"0.23",1179713,"West Des Moines","Iowa                          ","50265",1906,NULL
11809,"for_sale                      ",439900,4,3,"0.35",1248007,"Pleasant Hill","Iowa                          ","50327",2138,NULL
78435,"for_sale                      ",260000,3,3,"0.12",977511,"Huxley","Iowa                          ","50124",1148,"2017-07-17"
79025,"for_sale                      ",187000,3,1,"0.19",1182812,"Des Moines","Iowa                          ","50310",1120,"2019-07-23"
20161,"for_sale                      ",239900,4,2,"0.17",1008300,"West Des Moines","Iowa                          ","50265",1452,"2020-08-06"
75009,"for_sale                      ",409000,4,3,"1.56",1100067,"Des Moines","Iowa                          ","50320",1755,"2017-11-21"
47726,"for_sale                      ",369900,2,2,"1.08",1804311,"Ankeny","Iowa                          ","50021",1628,NULL
79025,"for_sale                      ",235000,4,4,"0.06",721660,"Ankeny","Iowa                          ","50023",1511,"2020-03-27"
33745,"for_sale                      ",299900,4,4,"0.23",1196337,"Urbandale","Iowa                          ","50322",1839,"2009-02-23"
83598,"for_sale                      ",243000,3,2,"0.19",958071,"Ankeny","Iowa                          ","50021",1330,"2009-06-16"
81618,"for_sale                      ",314900,3,3,"0.18",1299145,"West Des Moines","Iowa                          ","50265",1700,"2020-05-29"
83598,"for_sale                      ",350000,4,4,"0.2",1265112,"Urbandale","Iowa                          ","50322",2178,"2007-08-27"
81618,"for_sale                      ",795000,4,4,"0.33",379769,"Urbandale","Iowa                          ","50323",2328,"2016-09-19"
79025,"for_sale                      ",524900,4,4,"0.27",1488732,"Johnston","Iowa                          ","50131",2418,"2006-06-29"
79027,"for_sale                      ",439900,5,3,"0.23",1144287,"Grimes","Iowa                          ","50111",1495,"2017-05-02"
79237,"for_sale                      ",350000,5,4,"0.19",605664,"Grimes","Iowa                          ","50111",1802,"2013-07-25"
53207,"for_sale                      ",346000,4,3,"0.19",173178,"Bondurant","Iowa                          ","50035",1369,"2018-02-20"
79025,"for_sale                      ",659900,4,3,"0.24",372245,"Urbandale","Iowa                          ","50323",1882,NULL
106569,"for_sale                      ",299900,3,3,"0.23",1079921,"Ames","Iowa                          ","50010",1341,"2019-06-28"
78435,"for_sale                      ",350000,3,3,"0.29",1600482,"Urbandale","Iowa                          ","50322",1776,"2019-02-19"
47727,"for_sale                      ",720000,5,4,"0.37",1440022,"West Des Moines","Iowa                          ","50266",3274,"2019-05-31"
93536,"for_sale                      ",2850000,7,7,"1.36",504498,"West Des Moines","Iowa                          ","50265",5336,NULL
33745,"for_sale                      ",343000,3,3,"0.13",772587,"Bondurant","Iowa                          ","50035",1659,NULL
16143,"for_sale                      ",350000,4,3,"0.27",125159,"Ames","Iowa                          ","50014",1441,"2021-12-23"
47743,"for_sale                      ",440000,3,3,"0.07",812657,"West Des Moines","Iowa                          ","50265",1662,"2011-05-11"
81225,"for_sale                      ",565000,5,4,"0.19",397029,"Ankeny","Iowa                          ","50023",2249,NULL
16143,"for_sale                      ",159900,2,1,"0.16",232930,"Nevada","Iowa                          ","50201",1010,"2016-05-23"
52527,"for_sale                      ",349900,3,2,"0.21",1000570,"Des Moines","Iowa                          ","50317",1346,NULL
16143,"for_sale                      ",180000,5,2,"0.26",443426,"Des Moines","Iowa                          ","50316",2134,NULL
52526,"for_sale                      ",125000,3,2,"0.18",436898,"Des Moines","Iowa                          ","50315",992,NULL
79025,"for_sale                      ",180000,3,2,"0.14",671981,"Des Moines","Iowa                          ","50317",1122,NULL
47727,"for_sale                      ",159900,3,1,"0.22",1178930,"Des Moines","Iowa                          ","50310",1245,NULL
79025,"for_sale                      ",130000,2,1,"0.15",900822,"Des Moines","Iowa                          ","50313",800,"2020-04-22"
79025,"for_sale                      ",145000,2,3,"0.08",1454154,"Des Moines","Iowa                          ","50321",1140,"2021-08-19"
78435,"for_sale                      ",295000,4,3,"0.44",823951,"Pleasant Hill","Iowa                          ","50327",1410,"2015-03-02"
74003,"for_sale                      ",233000,3,2,"0.23",953063,"Mitchellville","Iowa                          ","50169",981,NULL
47743,"for_sale                      ",450000,3,4,"0.48",1112882,"Des Moines","Iowa                          ","50310",2379,"2005-01-04"
47727,"for_sale                      ",185000,3,1,"0.27",774623,"Des Moines","Iowa                          ","50310",936,"2020-06-30"
47743,"for_sale                      ",220000,3,2,"0.18",1129065,"Des Moines","Iowa                          ","50310",805,"2019-06-06"
78670,"for_sale                      ",175000,3,2,"0.17",1580074,"Des Moines","Iowa                          ","50317",930,"2011-06-01"
22462,"for_sale                      ",200000,2,1,"0.53",1436288,"Johnston","Iowa                          ","50131",943,NULL
78435,"for_sale                      ",659000,5,6,"0.59",1056247,"Urbandale","Iowa                          ","50323",3096,"2005-07-28"
52527,"for_sale                      ",389900,3,2,"0.23",390137,"Pleasant Hill","Iowa                          ","50327",1406,NULL
52527,"for_sale                      ",419900,3,2,"0.22",1406628,"Pleasant Hill","Iowa                          ","50327",1505,NULL
79029,"for_sale                      ",342500,3,3,"0.27",1031326,"Grimes","Iowa                          ","50111",1661,NULL
78435,"for_sale                      ",329900,4,3,"0.19",660983,"Altoona","Iowa                          ","50009",1592,"2016-12-12"
53207,"for_sale                      ",489990,4,3,"0.33",1672826,"Grimes","Iowa                          ","50111",1516,NULL
79029,"for_sale                      ",421450,3,2,"0.24",216213,"Ankeny","Iowa                          ","50023",1550,"2021-04-07"
79169,"for_sale                      ",359900,4,3,"0.2",634932,"Grimes","Iowa                          ","50111",1349,"2018-11-16"
8065,"for_sale                      ",590000,5,4,"0.36",391398,"Clive","Iowa                          ","50325",2463,"2014-02-25"
