"brokered_by","status","price","bed","bath","acre_lot","street","city","state","zip_code","house_size","prev_sold_date"
47744,"for_sale                      ",128000,2,1,"0.25",1692615,"Newton","Iowa                          ","50208",968,"2016-09-26"
47727,"for_sale                      ",130000,2,1,"0.08",1170621,"Newton","Iowa                          ","50208",1317,NULL
81225,"for_sale                      ",157000,2,2,"0.2",609681,"Newton","Iowa                          ","50208",888,"2008-01-31"
30452,"for_sale                      ",248900,3,2,"0.44",1156227,"Brooklyn","Iowa                          ","52211",1920,NULL
78999,"for_sale                      ",267500,5,3,"0.3",224803,"Grinnell","Iowa                          ","50112",3538,NULL
78435,"for_sale                      ",68500,2,1,"0.18",615742,"Newton","Iowa                          ","50208",758,NULL
43980,"for_sale                      ",575000,5,3,"0.23",24709,"Brooklyn","Iowa                          ","52211",1352,"2017-07-25"
11809,"for_sale                      ",137900,4,2,"0.19",135432,"Grinnell","Iowa                          ","50112",1388,NULL
79029,"for_sale                      ",94950,3,1,"0.18",1769529,"Newton","Iowa                          ","50208",739,"2018-11-29"
11256,"for_sale                      ",149900,2,2,"0.18",939248,"Newton","Iowa                          ","50208",1028,NULL
73561,"for_sale                      ",135000,3,2,"0.17",1459847,"Grinnell","Iowa                          ","50112",1361,NULL
47742,"for_sale                      ",151000,3,1,"0.18",1492796,"Grinnell","Iowa                          ","50112",1215,"2020-07-20"
102384,"for_sale                      ",239900,3,2,"0.17",412292,"Grinnell","Iowa                          ","50112",1440,"2019-07-23"
40551,"for_sale                      ",75900,3,2,"0.18",1203832,"Grinnell","Iowa                          ","50112",1248,NULL
78013,"for_sale                      ",175000,3,2,"0.32",344839,"Grinnell","Iowa                          ","50112",1280,"2007-01-05"
40551,"for_sale                      ",199990,3,2,"0.3",405487,"Grinnell","Iowa                          ","50112",2111,NULL
40551,"for_sale                      ",119900,2,2,"0.16",1347153,"Grinnell","Iowa                          ","50112",1382,"2017-03-09"
78013,"for_sale                      ",295000,4,2,"0.28",299429,"Grinnell","Iowa                          ","50112",2698,NULL
102384,"for_sale                      ",245000,3,2,"0.61",1459841,"Grinnell","Iowa                          ","50112",1596,NULL
40551,"for_sale                      ",189000,3,1,"0.33",1826066,"Grinnell","Iowa                          ","50112",1200,NULL
78999,"for_sale                      ",399000,3,3,"0.28",1678040,"Grinnell","Iowa                          ","50112",3352,NULL
102384,"for_sale                      ",269000,4,3,"0.22",492001,"Grinnell","Iowa                          ","50112",1672,"2018-01-26"
79057,"for_sale                      ",165000,3,2,"1.25",32672,"Beacon","Iowa                          ","52534",1296,NULL
74048,"for_sale                      ",290000,3,1,"5.7",1362321,"Williamson","Iowa                          ","50272",1216,NULL
82665,"for_sale                      ",159900,1,1,"1.9",681430,"Williamson","Iowa                          ","50272",1032,"2019-10-25"
79057,"for_sale                      ",479900,4,2,"10.68",615226,"Oskaloosa","Iowa                          ","52577",2364,NULL
79237,"for_sale                      ",115000,2,1,"0.22",680550,"Hartford","Iowa                          ","50118",1070,NULL
44374,"for_sale                      ",228500,3,3,"0.31",413754,"Otley","Iowa                          ","50214",1495,"2016-08-16"
34053,"for_sale                      ",54900,1,1,"0.31",655610,"Reasnor","Iowa                          ","50232",976,"2009-09-09"
44374,"for_sale                      ",270000,3,3,"0.24",416668,"Pella","Iowa                          ","50219",1396,NULL
44374,"for_sale                      ",595000,4,4,"0.44",613850,"Pella","Iowa                          ","50219",2504,"2004-05-14"
68005,"for_sale                      ",160000,3,2,"0.11",1346421,"Pella","Iowa                          ","50219",1997,NULL
47736,"for_sale                      ",148500,3,2,"0.27",953462,"Knoxville","Iowa                          ","50138",1312,"2020-11-23"
44374,"for_sale                      ",450000,4,4,"0.24",1466286,"Pella","Iowa                          ","50219",2218,"2015-12-07"
44374,"for_sale                      ",215000,3,2,"0.25",1772959,"Knoxville","Iowa                          ","50138",1819,"2012-05-30"
95190,"for_sale                      ",148000,3,1,"0.19",1674528,"Knoxville","Iowa                          ","50138",936,"2019-10-04"
52811,"for_sale                      ",225000,3,2,"0.3",300301,"Pella","Iowa                          ","50219",2003,"2012-02-01"
95386,"for_sale                      ",185000,2,3,"0.17",1182492,"Knoxville","Iowa                          ","50138",1763,NULL
47736,"for_sale                      ",150000,3,2,"0.17",1182712,"Knoxville","Iowa                          ","50138",1494,"2009-05-22"
47733,"for_sale                      ",429900,4,3,"10.95",195535,"Knoxville","Iowa                          ","50138",1646,"2016-10-10"
47736,"for_sale                      ",262500,3,2,"0.24",1179727,"Knoxville","Iowa                          ","50138",1300,NULL
47736,"for_sale                      ",339500,3,3,"0.19",494032,"Knoxville","Iowa                          ","50138",1528,"2005-07-14"
16143,"for_sale                      ",195000,2,2,"0.11",1780664,"Pella","Iowa                          ","50219",1190,NULL
47736,"for_sale                      ",335000,3,2,"0.58",369794,"Knoxville","Iowa                          ","50138",1364,NULL
44374,"for_sale                      ",335000,4,3,"0.2",46967,"Pella","Iowa                          ","50219",1436,"2020-08-28"
16143,"for_sale                      ",276500,4,2,"0.26",677108,"Pella","Iowa                          ","50219",1180,"2018-04-30"
16143,"for_sale                      ",369000,4,2,"0.33",24953,"Pella","Iowa                          ","50219",1548,"2016-10-18"
44374,"for_sale                      ",287000,3,2,"0.26",1333353,"Pella","Iowa                          ","50219",1176,"2016-07-25"
16143,"for_sale                      ",783000,4,5,"0.38",741522,"Pella","Iowa                          ","50219",2882,"2008-12-31"
44374,"for_sale                      ",749900,5,3,"0.5",938206,"Pella","Iowa                          ","50219",1922,NULL
16143,"for_sale                      ",232500,3,2,"0.18",1462109,"Grimes","Iowa                          ","50111",810,NULL
47743,"for_sale                      ",450000,4,3,"0.24",928513,"Grimes","Iowa                          ","50111",1679,"2014-07-03"
47743,"for_sale                      ",549900,5,4,"0.22",527406,"Grimes","Iowa                          ","50111",1711,"2016-01-08"
47743,"for_sale                      ",598000,5,3,"0.84",223665,"Grimes","Iowa                          ","50111",2134,"2005-11-01"
33745,"for_sale                      ",569900,4,3,"0.26",850784,"Grimes","Iowa                          ","50111",1710,"2021-06-01"
78670,"for_sale                      ",320000,3,4,"0.04",406466,"Grimes","Iowa                          ","50111",1621,"2019-04-23"
78435,"for_sale                      ",649900,5,3,"0.34",157669,"Grimes","Iowa                          ","50111",1841,NULL
109672,"for_sale                      ",324900,3,3,"0.1",605683,"Grimes","Iowa                          ","50111",1410,"2013-10-11"
33745,"for_sale                      ",395470,3,3,"0.29",391394,"Grimes","Iowa                          ","50111",1340,NULL
79025,"for_sale                      ",670000,5,3,"0.28",903833,"Grimes","Iowa                          ","50111",1837,NULL
33745,"for_sale                      ",430900,4,3,"0.2",394534,"Grimes","Iowa                          ","50111",1605,NULL
81618,"for_sale                      ",483105,4,3,"0.23",1764811,"Grimes","Iowa                          ","50111",1660,"2021-01-11"
11809,"for_sale                      ",26000,2,2,"0.29",1194184,"Kellogg","Iowa                          ","50135",1268,"2005-08-02"
40551,"for_sale                      ",124900,3,1,"0.22",344685,"Tama","Iowa                          ","52339",1231,"2021-04-08"
73561,"for_sale                      ",225000,4,2,"0.54",284316,"Brooklyn","Iowa                          ","52211",952,NULL
78435,"for_sale                      ",439900,5,4,"2.48",527589,"Newton","Iowa                          ","50208",2882,"2021-07-14"
79029,"for_sale                      ",309000,4,3,"0.26",116678,"Altoona","Iowa                          ","50009",1316,"2016-03-16"
81225,"for_sale                      ",575000,3,3,"16.8",759266,"Lucas","Iowa                          ","50151",2316,NULL
91800,"for_sale                      ",299000,4,2,"2",304746,"Lucas","Iowa                          ","50151",1200,"2016-04-14"
16143,"for_sale                      ",269900,3,3,"0.15",107118,"Grimes","Iowa                          ","50111",1110,NULL
79025,"for_sale                      ",334900,3,4,"12",152180,"Grimes","Iowa                          ","50111",1610,NULL
83471,"for_sale                      ",228500,3,2,"0.18",639014,"Grimes","Iowa                          ","50111",1002,"2015-06-15"
31597,"for_sale                      ",159900,3,3,"0.3",1197096,"Eldora","Iowa                          ","50627",1860,"2017-01-20"
31597,"for_sale                      ",450000,3,4,"5.53",1675494,"Steamboat Rock","Iowa                          ","50672",1976,NULL
33745,"for_sale                      ",296000,2,2,"0.13",767326,"Bondurant","Iowa                          ","50035",1273,NULL
81618,"for_sale                      ",406419,4,3,"0.23",1808647,"Bondurant","Iowa                          ","50035",1497,NULL
79027,"for_sale                      ",400000,4,3,"1.46",1474043,"Mitchellville","Iowa                          ","50169",2157,"2021-05-19"
29375,"for_sale                      ",365990,4,3,"0.22",1691342,"Bondurant","Iowa                          ","50035",2053,NULL
47743,"for_sale                      ",324255,3,3,"0.2",442008,"Indianola","Iowa                          ","50125",1501,"2020-12-01"
47733,"for_sale                      ",539900,3,2,"0.32",1685320,"Indianola","Iowa                          ","50125",1766,NULL
74048,"for_sale                      ",305000,2,2,"0.32",208955,"Indianola","Iowa                          ","50125",1307,NULL
74048,"for_sale                      ",354900,2,2,"0.32",1699314,"Indianola","Iowa                          ","50125",1465,NULL
83598,"for_sale                      ",349900,4,3,"0.19",565706,"Indianola","Iowa                          ","50125",1809,NULL
83598,"for_sale                      ",333900,3,3,"0.22",564979,"Indianola","Iowa                          ","50125",1644,NULL
46253,"for_sale                      ",79900,3,1,"0.18",633557,"Steamboat Rock","Iowa                          ","50672",1056,NULL
22226,"for_sale                      ",249900,3,2,"0.25",721220,"Eldora","Iowa                          ","50627",2126,"2022-05-06"
53207,"for_sale                      ",575000,3,2,"19.5",865604,"Adel","Iowa                          ","50003",2136,"1993-10-11"
79025,"for_sale                      ",475000,4,2,"6.48",503104,"Earlham","Iowa                          ","50072",1769,"2019-10-23"
47744,"for_sale                      ",283900,3,3,"0.35",939255,"Newton","Iowa                          ","50208",2382,NULL
79025,"for_sale                      ",160000,2,1,"0.16",667950,"Newton","Iowa                          ","50208",1104,"2021-08-30"
23989,"for_sale                      ",570000,2,2,"13.54",148029,"Kellogg","Iowa                          ","50135",1507,NULL
81618,"for_sale                      ",289900,3,3,"0.46",529417,"Pella","Iowa                          ","50219",2199,NULL
73930,"for_sale                      ",225000,3,2,"0.15",1469067,"Pella","Iowa                          ","50219",960,"2021-09-02"
16143,"for_sale                      ",217500,3,3,"0.22",28489,"Pella","Iowa                          ","50219",1099,NULL
44374,"for_sale                      ",295000,3,4,"0.35",417998,"Pella","Iowa                          ","50219",1920,"2011-05-03"
73930,"for_sale                      ",482000,3,2,"0.75",177931,"Pella","Iowa                          ","50219",1876,NULL
73930,"for_sale                      ",450000,3,2,"0.4",803587,"Pella","Iowa                          ","50219",2223,"2012-09-12"
16143,"for_sale                      ",189900,5,3,"0.17",452374,"Des Moines","Iowa                          ","50316",2158,"2021-05-10"
46043,"for_sale                      ",343900,3,2,"0.17",1543196,"Des Moines","Iowa                          ","50313",1421,NULL
78435,"for_sale                      ",124900,2,1,"0.15",856465,"Des Moines","Iowa                          ","50315",784,"2020-08-31"
81618,"for_sale                      ",1699000,5,5,"5.65",1520751,"Norwalk","Iowa                          ","50211",4519,"2019-09-30"
62941,"for_sale                      ",169000,4,1,"0.15",1780643,"Des Moines","Iowa                          ","50315",1193,"2012-02-28"
22462,"for_sale                      ",147500,2,1,"0.22",830777,"Des Moines","Iowa                          ","50310",904,"2019-09-16"
22460,"for_sale                      ",189900,3,2,"0.31",1777784,"Des Moines","Iowa                          ","50317",1040,NULL
78435,"for_sale                      ",229900,2,2,"0.24",1386339,"Des Moines","Iowa                          ","50315",1118,NULL
83598,"for_sale                      ",180000,3,1,"0.18",291302,"Des Moines","Iowa                          ","50314",1496,"2014-11-17"
22462,"for_sale                      ",149900,2,2,"0.15",303938,"Des Moines","Iowa                          ","50316",1036,"2017-07-17"
91800,"for_sale                      ",279000,6,3,"0.21",877185,"Des Moines","Iowa                          ","50311",2356,NULL
81618,"for_sale                      ",164900,2,2,"0.57",448129,"Des Moines","Iowa                          ","50315",916,NULL
30608,"for_sale                      ",205000,3,3,"0.04",775310,"Norwalk","Iowa                          ","50211",1477,"2019-04-11"
93536,"for_sale                      ",195000,4,3,"0.17",403955,"Des Moines","Iowa                          ","50316",1710,NULL
78435,"for_sale                      ",424950,4,3,"0.25",1582763,"Norwalk","Iowa                          ","50211",1851,NULL
23992,"for_sale                      ",459000,3,2,"0.21",446781,"Ankeny","Iowa                          ","50023",2023,"2017-06-08"
78435,"for_sale                      ",499950,4,3,"0.28",1577783,"Norwalk","Iowa                          ","50211",1749,NULL
22459,"for_sale                      ",396000,3,3,"0.24",700994,"Ankeny","Iowa                          ","50023",1612,NULL
79029,"for_sale                      ",407325,3,2,"0.23",223157,"Ankeny","Iowa                          ","50023",1491,"2021-07-23"
79029,"for_sale                      ",481225,4,3,"0.23",878801,"Ankeny","Iowa                          ","50023",2365,"2021-08-12"
47739,"for_sale                      ",399000,4,3,"0.48",1037071,"Des Moines","Iowa                          ","50321",2517,NULL
106569,"for_sale                      ",164900,2,2,"0.21",1532656,"Des Moines","Iowa                          ","50315",704,"2019-02-22"
83598,"for_sale                      ",229900,3,2,"0.37",855238,"Des Moines","Iowa                          ","50310",936,"2014-05-20"
47743,"for_sale                      ",538000,3,3,"0.03",159221,"Des Moines","Iowa                          ","50309",1850,"2017-09-25"
23419,"for_sale                      ",189900,3,1,"0.16",1384752,"Des Moines","Iowa                          ","50315",1269,"2009-01-06"
47743,"for_sale                      ",609900,3,4,"0.03",381546,"Des Moines","Iowa                          ","50309",2218,"2018-02-28"
22461,"for_sale                      ",345000,4,3,"0.2",773044,"Altoona","Iowa                          ","50009",1307,"2021-01-22"
79025,"for_sale                      ",292500,5,3,"0.28",218194,"Des Moines","Iowa                          ","50314",1383,"2019-06-25"
81618,"for_sale                      ",309000,4,3,"0.18",1057446,"Ankeny","Iowa                          ","50021",1520,NULL
78435,"for_sale                      ",265000,3,2,"0.09",1511503,"Pleasant Hill","Iowa                          ","50327",1478,"2015-06-25"
79025,"for_sale                      ",189900,3,1,"0.2",957645,"Des Moines","Iowa                          ","50315",960,"2020-04-21"
81618,"for_sale                      ",185000,2,1,"0.15",1124168,"Des Moines","Iowa                          ","50313",800,"2019-05-01"
79029,"for_sale                      ",370000,4,4,"0.22",32996,"Ankeny","Iowa                          ","50021",1635,"2015-09-09"
78435,"for_sale                      ",255000,4,2,"0.24",1672178,"Norwalk","Iowa                          ","50211",1028,"2019-08-05"
81225,"for_sale                      ",352500,4,4,"0.21",626612,"Ankeny","Iowa                          ","50023",1648,"2018-12-11"
79029,"for_sale                      ",185000,3,2,"0.44",747067,"Des Moines","Iowa                          ","50313",744,"2018-09-28"
11256,"for_sale                      ",129000,2,1,"0.15",218218,"Des Moines","Iowa                          ","50313",981,"2014-12-12"
22459,"for_sale                      ",332500,4,3,"0.17",1166947,"Altoona","Iowa                          ","50009",1337,"2006-10-16"
33745,"for_sale                      ",342000,3,3,"0.15",904554,"Norwalk","Iowa                          ","50211",1565,NULL
47743,"for_sale                      ",282000,3,3,"0.17",31978,"Indianola","Iowa                          ","50125",1537,NULL
68653,"for_sale                      ",269900,4,2,"0.2",1215426,"Des Moines","Iowa                          ","50315",1521,"2009-06-15"
79025,"for_sale                      ",315000,2,2,"0.45",1375825,"Des Moines","Iowa                          ","50320",1381,NULL
79237,"for_sale                      ",199000,5,2,"0.16",294263,"Des Moines","Iowa                          ","50311",1115,"2015-11-13"
11256,"for_sale                      ",52500,3,2,"0.34",26024,"Creston","Iowa                          ","50801",1400,NULL
25074,"for_sale                      ",159000,3,2,"0.24",1479300,"Creston","Iowa                          ","50801",1040,NULL
92988,"for_sale                      ",149900,3,2,"0.67",27207,"Mount Ayr","Iowa                          ","50854",1512,"2016-04-19"
29206,"for_sale                      ",30000,3,1,"0.17",1157030,"Creston","Iowa                          ","50801",1038,NULL
17533,"for_sale                      ",57000,3,1,"0.17",1337476,"Creston","Iowa                          ","50801",1434,NULL
25074,"for_sale                      ",245000,3,2,"0.32",344043,"Creston","Iowa                          ","50801",1504,NULL
81618,"for_sale                      ",365000,3,2,"3.75",495743,"Saint Charles","Iowa                          ","50240",2015,"2015-06-02"
106569,"for_sale                      ",75000,2,1,"0.19",1289058,"Des Moines","Iowa                          ","50315",843,"2004-08-12"
95190,"for_sale                      ",189900,4,2,"0.15",936781,"Knoxville","Iowa                          ","50138",3599,"2017-03-02"
53917,"for_sale                      ",189900,3,3,"0.37",68446,"Russell","Iowa                          ","50238",1860,NULL
47736,"for_sale                      ",262500,3,2,"0.24",1180390,"Knoxville","Iowa                          ","50138",1300,NULL
47726,"for_sale                      ",760000,5,4,"22.05",1692301,"Pleasantville","Iowa                          ","50225",2475,NULL
42722,"for_sale                      ",269500,3,2,"0.5",446225,"Oskaloosa","Iowa                          ","52577",2412,NULL
79025,"for_sale                      ",450000,4,4,"0.45",1398260,"Johnston","Iowa                          ","50131",2560,"2007-04-03"
57679,"for_sale                      ",79900,5,2,"0.22",107019,"Keota","Iowa                          ","52248",2564,NULL
78148,"for_sale                      ",55000,6,1,"0.2",947876,"Hedrick","Iowa                          ","52563",1820,NULL
47719,"for_sale                      ",35000,3,2,"0.16",76004,"Williamsburg","Iowa                          ","52361",1074,"2022-04-20"
79057,"for_sale                      ",70000,3,1,"0.15",947933,"Hedrick","Iowa                          ","52563",1078,"2012-12-04"
57679,"for_sale                      ",137000,3,2,"0.28",639670,"Williamsburg","Iowa                          ","52361",1414,NULL
57681,"for_sale                      ",248900,4,3,"0.19",650303,"Williamsburg","Iowa                          ","52361",2004,"2020-08-12"
47719,"for_sale                      ",119900,2,2,"0.29",85151,"Harper","Iowa                          ","52231",2552,"2019-05-03"
40547,"for_sale                      ",719900,5,5,"2.58",394058,"Williamsburg","Iowa                          ","52361",4452,NULL
22610,"for_sale                      ",219900,4,3,"0.26",118096,"Williamsburg","Iowa                          ","52361",1884,"2006-10-31"
78435,"for_sale                      ",249000,3,3,"0.25",933027,"Oskaloosa","Iowa                          ","52577",1380,"2014-11-03"
40551,"for_sale                      ",334500,3,3,"2.88",1006402,"Conrad","Iowa                          ","50621",2058,NULL
83598,"for_sale                      ",201816,2,3,"0.06",1420058,"Ankeny","Iowa                          ","50021",1328,NULL
83598,"for_sale                      ",209266,2,3,"0.05",1421003,"Ankeny","Iowa                          ","50021",1328,NULL
83598,"for_sale                      ",215900,2,3,"0.05",1419823,"Ankeny","Iowa                          ","50021",1328,NULL
78435,"for_sale                      ",241400,3,3,"0.03",1036122,"Ankeny","Iowa                          ","50023",1450,NULL
83598,"for_sale                      ",341940,3,2,"0.22",1186579,"Ankeny","Iowa                          ","50021",1427,NULL
83598,"for_sale                      ",364945,3,2,"0.22",1194384,"Ankeny","Iowa                          ","50021",1474,NULL
78435,"for_sale                      ",240000,3,3,"0.03",145378,"Ankeny","Iowa                          ","50023",1450,NULL
78435,"for_sale                      ",230000,3,3,"0.03",150664,"Ankeny","Iowa                          ","50023",1450,NULL
78435,"for_sale                      ",230000,3,3,"0.03",148400,"Ankeny","Iowa                          ","50023",1450,NULL
45189,"for_sale                      ",179900,3,1,"0.38",521612,"Thayer","Iowa                          ","50254",1299,"2021-08-23"
47744,"for_sale                      ",259000,3,2,"0.23",932128,"Sully","Iowa                          ","50251",1704,NULL
81756,"for_sale                      ",850000,5,7,"1.51",251068,"Pella","Iowa                          ","50219",5046,"2011-08-02"
53207,"for_sale                      ",169000,2,2,"0.18",75969,"Knoxville","Iowa                          ","50138",924,"2017-01-31"
95386,"for_sale                      ",155000,4,2,"0.22",1684819,"Knoxville","Iowa                          ","50138",1460,"2005-10-17"
16143,"for_sale                      ",465000,3,2,"4.08",643589,"Pella","Iowa                          ","50219",1126,NULL
73930,"for_sale                      ",355000,3,3,"0.25",138731,"Pella","Iowa                          ","50219",1886,NULL
16143,"for_sale                      ",235000,3,3,"0.22",1776551,"Pella","Iowa                          ","50219",1709,"2021-12-22"
44374,"for_sale                      ",400000,4,4,"0.45",1822354,"Pella","Iowa                          ","50219",1742,"2018-03-30"
16143,"for_sale                      ",205000,4,2,"0.16",1548032,"Pella","Iowa                          ","50219",835,"2021-08-17"
22458,"for_sale                      ",310000,5,2,"0.22",1461743,"Pella","Iowa                          ","50219",2406,NULL
78435,"for_sale                      ",220000,3,2,"0.29",299805,"Pella","Iowa                          ","50219",1072,NULL
44374,"for_sale                      ",749900,5,4,"0.41",734027,"Pella","Iowa                          ","50219",2047,NULL
44374,"for_sale                      ",749900,4,3,"0.48",934689,"Pella","Iowa                          ","50219",2000,NULL
73930,"for_sale                      ",150000,3,1,"0.15",1681612,"Sully","Iowa                          ","50251",1352,"2021-06-04"
35534,"for_sale                      ",239900,3,3,"0.23",1319790,"Marshalltown","Iowa                          ","50158",2023,"2019-10-24"
359,"for_sale                      ",169900,4,2,"2",851929,"Melbourne","Iowa                          ","50162",2352,NULL
11256,"for_sale                      ",414999,5,2,"2.96",368713,"Milo","Iowa                          ","50166",2431,"2020-01-21"
44374,"for_sale                      ",267900,2,2,"0.14",896900,"Pella","Iowa                          ","50219",1157,NULL
44374,"for_sale                      ",316075,3,3,"0.16",899139,"Pella","Iowa                          ","50219",1698,NULL
95190,"for_sale                      ",27500,5,1,"0.17",91706,"Otley","Iowa                          ","50214",1248,NULL
81618,"for_sale                      ",72000,2,4,"0.13",1332540,"Marshalltown","Iowa                          ","50158",1728,NULL
44374,"for_sale                      ",269900,3,3,"0.21",1151882,"Prairie City","Iowa                          ","50228",1232,NULL
47744,"for_sale                      ",120000,2,1,"0.14",137731,"Newton","Iowa                          ","50208",720,"2018-07-19"
77839,"for_sale                      ",119900,5,2,"0.31",1588025,"Creston","Iowa                          ","50801",3300,"2016-04-04"
77839,"for_sale                      ",125000,6,2,"0.5",1453509,"Creston","Iowa                          ","50801",3180,"2005-09-30"
77839,"for_sale                      ",70000,3,2,"0.28",1771369,"Creston","Iowa                          ","50801",896,"2011-11-23"
92988,"for_sale                      ",25000,3,1,"0.41",477109,"Delphos","Iowa                          ","50860",1240,NULL
12695,"for_sale                      ",240000,3,2,"5",869715,"Mount Ayr","Iowa                          ","50854",1512,NULL
25074,"for_sale                      ",19900,4,1,"0.16",928885,"Creston","Iowa                          ","50801",1341,"2021-08-16"
25074,"for_sale                      ",75000,5,2,"0.16",1315869,"Creston","Iowa                          ","50801",1829,NULL
71561,"for_sale                      ",349000,4,3,"0.88",368826,"Creston","Iowa                          ","50801",2168,"2007-10-26"
77839,"for_sale                      ",20000,2,1,"0.14",1154933,"Creston","Iowa                          ","50801",813,NULL
17533,"for_sale                      ",95000,3,1,"0.16",1469158,"Creston","Iowa                          ","50801",1248,"2019-07-08"
75696,"for_sale                      ",135000,3,1,"0.17",1458624,"Creston","Iowa                          ","50801",1312,"2021-08-09"
61041,"for_sale                      ",349900,3,2,"4.4",575739,"Winterset","Iowa                          ","50273",1749,"2021-10-08"
39337,"for_sale                      ",302500,3,3,"0.22",1194427,"Winterset","Iowa                          ","50273",1533,"2016-04-11"
81756,"for_sale                      ",160000,2,1,"0.19",630739,"Ames","Iowa                          ","50014",740,NULL
16143,"for_sale                      ",209900,3,2,"0.18",1123800,"Ames","Iowa                          ","50014",1034,"2004-08-09"
36891,"for_sale                      ",350000,5,2,"0.35",1077891,"Ames","Iowa                          ","50014",1840,NULL
16143,"for_sale                      ",280000,4,3,"0.21",1590926,"Ankeny","Iowa                          ","50023",1130,"2016-06-10"
79029,"for_sale                      ",425000,5,4,"0.24",1580226,"Ankeny","Iowa                          ","50021",2196,"2016-06-22"
81756,"for_sale                      ",240000,4,4,"0.18",606924,"Ames","Iowa                          ","50014",1012,"2021-08-26"
33745,"for_sale                      ",389900,4,3,"0.4",530924,"Ankeny","Iowa                          ","50021",1562,NULL
106569,"for_sale                      ",650000,5,4,"0.55",773581,"Ames","Iowa                          ","50014",2202,"2019-05-28"
79025,"for_sale                      ",328909,2,2,"0.15",1332908,"Ankeny","Iowa                          ","50021",1373,NULL
29375,"for_sale                      ",274990,2,2,"0.06",902190,"Ankeny","Iowa                          ","50023",1217,NULL
88703,"for_sale                      ",135000,3,2,"0.5",1676358,"Belle Plaine","Iowa                          ","52208",1537,"2017-10-04"
40547,"for_sale                      ",159000,3,4,"0.48",654995,"Victor","Iowa                          ","52347",2296,NULL
43980,"for_sale                      ",154000,3,1,"0.2",1191317,"Brooklyn","Iowa                          ","52211",1181,"2020-07-02"
18233,"for_sale                      ",189000,3,1,"0.38",1329599,"Dysart","Iowa                          ","52224",1224,"2012-12-10"
74757,"for_sale                      ",100000,3,1,"0.33",1330798,"Elberon","Iowa                          ","52225",914,"2015-09-11"
25074,"for_sale                      ",37500,3,2,"0.16",1469184,"Creston","Iowa                          ","50801",1218,"2020-08-28"
77839,"for_sale                      ",154900,4,5,"0.31",620505,"Creston","Iowa                          ","50801",2700,"2017-11-01"
103150,"for_sale                      ",169000,2,2,"0.09",1682782,"Mount Ayr","Iowa                          ","50854",1158,NULL
25074,"for_sale                      ",199000,3,2,"0.34",1453716,"Creston","Iowa                          ","50801",1459,NULL
25074,"for_sale                      ",225000,4,3,"0.46",395184,"Creston","Iowa                          ","50801",1457,NULL
25074,"for_sale                      ",225000,4,3,"0.31",336025,"Creston","Iowa                          ","50801",1620,"2018-03-12"
17533,"for_sale                      ",55000,3,1,"0.21",643053,"Creston","Iowa                          ","50801",1216,"2011-07-06"
20533,"for_sale                      ",128500,3,1,"0.14",1787074,"Creston","Iowa                          ","50801",1708,NULL
17533,"for_sale                      ",89500,1,1,"0.16",1340148,"Creston","Iowa                          ","50801",640,"2020-11-24"
25074,"for_sale                      ",241000,4,3,"0.26",334630,"Creston","Iowa                          ","50801",1712,"2021-02-08"
25074,"for_sale                      ",79500,2,1,"0.22",1347752,"Creston","Iowa                          ","50801",768,"2015-05-07"
92988,"for_sale                      ",185500,3,2,"0.34",143213,"Mount Ayr","Iowa                          ","50854",1479,"2017-07-21"
88669,"for_sale                      ",59500,4,2,"0.16",1319317,"Creston","Iowa                          ","50801",1744,NULL
25074,"for_sale                      ",150000,5,2,"0.15",1453136,"Creston","Iowa                          ","50801",2201,"2019-07-15"
88669,"for_sale                      ",78500,2,2,"0.24",204635,"Creston","Iowa                          ","50801",720,NULL
25074,"for_sale                      ",275000,4,3,"0.24",921742,"Creston","Iowa                          ","50801",1246,NULL
17533,"for_sale                      ",267000,5,2,"0.25",35950,"Creston","Iowa                          ","50801",2184,"2018-03-08"
71561,"for_sale                      ",229000,3,3,"0.76",1352831,"Creston","Iowa                          ","50801",1152,"2019-08-08"
78676,"for_sale                      ",739000,5,4,"6.23",679562,"Grundy Center","Iowa                          ","50638",3562,"2018-09-12"
70438,"for_sale                      ",164900,4,2,"0.19",1471732,"Grundy Center","Iowa                          ","50638",1996,NULL
78676,"for_sale                      ",239000,3,2,"0.72",629342,"Grundy Center","Iowa                          ","50638",1510,"2018-09-11"
89885,"for_sale                      ",55000,1,1,"0.1",619859,"Lincoln","Iowa                          ","50652",768,"2022-05-16"
78676,"for_sale                      ",35000,1,1,"0.14",167663,"Lincoln","Iowa                          ","50652",896,"2022-05-06"
78676,"for_sale                      ",195000,3,3,"0.66",31576,"Grundy Center","Iowa                          ","50638",1888,"2022-04-15"
30452,"for_sale                      ",189900,3,2,"0.23",1676341,"Grundy Center","Iowa                          ","50638",2362,NULL
78676,"for_sale                      ",320000,2,2,"0.18",412794,"Grundy Center","Iowa                          ","50638",1646,"2021-08-20"
91800,"for_sale                      ",145000,3,2,"0.27",642466,"Grundy Center","Iowa                          ","50638",1196,"2019-03-01"
46102,"for_sale                      ",349900,4,2,"14",852657,"Reinbeck","Iowa                          ","50669",2382,NULL
35407,"for_sale                      ",94900,2,1,"0.11",66928,"Grundy Center","Iowa                          ","50638",964,NULL
78676,"for_sale                      ",128500,4,2,"0.19",1165353,"Grundy Center","Iowa                          ","50638",1821,"2022-04-18"
78676,"for_sale                      ",560000,4,3,"0.62",772688,"Grundy Center","Iowa                          ","50638",1776,NULL
